O*NET-SOC Code	Alternate Title	Short Title	Source(s)
25-9021.00	Marine Extension Agent	n/a	02
25-9021.00	Natural Resources Extension Educator	n/a	02
25-9021.00	Resource Management Specialist	n/a	10
25-9031.00	Art Supervisor	n/a	04,06
25-9031.00	Assessment Director	n/a	02
25-9031.00	Assistant Principal	n/a	02
25-9031.00	Assistant Superintendent for Curriculum	n/a	02
25-9031.00	Assistant Superintendent for Instruction	n/a	02
25-9031.00	Career Technical Supervisor	n/a	02
25-9031.00	Consultant Teacher	n/a	04,06
25-9031.00	Content Specialist	n/a	02
25-9031.00	Coordinator of Evaluation	n/a	02
25-9031.00	Course Developer	n/a	08
25-9031.00	Courseware Developer	n/a	09
25-9031.00	Curriculum and Assessment Coordinator	n/a	02
25-9031.00	Curriculum and Assessment Director	n/a	02,04
25-9031.00	Curriculum and Instruction Director	n/a	02,04
25-9031.00	Curriculum Coordinator	n/a	02,04,06
25-9031.00	Curriculum Designer	n/a	04,09
25-9031.00	Curriculum Developer	n/a	09
25-9031.00	Curriculum Director	n/a	02
25-9031.00	Curriculum Facilitator	n/a	02
25-9031.00	Curriculum Manager	n/a	10
25-9031.00	Curriculum Specialist	n/a	02,04,06
25-9031.00	Curriculum Supervisor	n/a	02
25-9031.00	Curriculum Writer	n/a	09
25-9031.00	Department Chairperson	n/a	02
25-9031.00	Director of Instruction	n/a	02
25-9031.00	Education Consultant	n/a	04,06,08
25-9031.00	Education Specialist	n/a	02
25-9031.00	Education Supervisor	n/a	08
25-9031.00	Educational Specialist	n/a	02,04,06,08
25-9031.00	Elementary Supervisor	n/a	02
25-9031.00	Instructional Coordinator	n/a	04
25-9031.00	Instructional Design Specialist	n/a	10
25-9031.00	Instructional Designer	n/a	08
25-9031.00	Instructional Developer	n/a	09
25-9031.00	Instructional Manager	n/a	10
25-9031.00	Instructional Material Director	n/a	08
25-9031.00	Instructional Materials Director	n/a	04
25-9031.00	Instructional Resource Teacher	n/a	02
25-9031.00	Instructional Systems Specialist	n/a	02,09
25-9031.00	Instructional Technologist	n/a	09
25-9031.00	Instructional Technology Director	n/a	02
25-9031.00	Literacy Consultant	n/a	09
25-9031.00	Literacy Specialist	n/a	02
25-9031.00	Material Planner	n/a	09
25-9031.00	Music Supervisor	n/a	08
25-9031.00	Principal	n/a	02
25-9031.00	Professional Development Director	n/a	02
25-9031.00	Program Administrator	n/a	02
25-9031.00	Program Developer	n/a	09
25-9031.00	Programs Director	n/a	02
25-9031.00	School Curriculum Developer	n/a	04
25-9031.00	School Standards Coach	n/a	02
25-9031.00	Special Education Curriculum Specialist	n/a	04
25-9031.00	Special Education Director	n/a	02
25-9031.00	Special Education Supervisor	n/a	08
25-9031.00	Special Services Coordinator	n/a	02
25-9031.00	Supervisor of Curriculum and Instruction	n/a	02
25-9031.00	Supervisor of Instruction	n/a	02
25-9031.00	Technology Coordinator	n/a	02
25-9031.00	Vocational Coordinator	n/a	02
25-9031.01	Certified Performance Technologist	n/a	08
25-9031.01	Chief Technology Officer	n/a	02
25-9031.01	Director, Educational Research and Product Strategy	n/a	02
25-9031.01	Educational Technologist	n/a	08
25-9031.01	Human Performance Technologist	n/a	08
25-9031.01	Instructional Design Specialist	n/a	08
25-9031.01	Instructional Design Technologist	n/a	08
25-9031.01	Instructional Designer	n/a	02,08
25-9031.01	Instructional Systems Designer	n/a	08
25-9031.01	Instructional Technologist	n/a	02,08
25-9031.01	Instructional Technology Coordinator	n/a	08
25-9031.01	Instructional Technology Facilitator	n/a	08
25-9031.01	Instructional Technology Resource Teacher	n/a	08
25-9031.01	Instructional Technology Site Technologist	n/a	08
25-9031.01	Instructional Technology Specialist	n/a	08
25-9031.01	IT Senior Analyst (Instructional Technology Senior Analyst)	IT Senior Analyst	02
25-9031.01	Lead Performance Support Analyst	n/a	02
25-9031.01	Learning Design Specialist	n/a	08
25-9031.01	Learning Development Specialist	n/a	02
25-9031.01	Senior Instructional Designer	n/a	02
25-9031.01	Team Lead, Teacher Support and Student Intervention	n/a	02
25-9031.01	Technology Infusion Specialist	n/a	08
25-9031.01	Technology Integration Specialist	n/a	08
25-9041.00	Assistant Elementary Teacher	n/a	02
25-9041.00	Assistant Reading Teacher	n/a	02
25-9041.00	At Risk Paraprofessional	n/a	02
25-9041.00	Basic Skills Improvement Program Instructional Aide (BSIP Instructional Aide)	BSIP Instructional Aide	02,04
25-9041.00	Bilingual Teacher Aide	n/a	09
25-9041.00	Bilingual Teacher Assistant	n/a	02
25-9041.00	Campus Aide	n/a	02
25-9041.00	Classroom Aide	n/a	02,04,09
25-9041.00	Classroom Teacher	n/a	02
25-9041.00	Clerical Aide Teacher	n/a	04,06
25-9041.00	Clerical Grader	n/a	04,06
25-9041.00	Computer Aide	n/a	06
25-9041.00	Computer Assistant	n/a	06
25-9041.00	Computer Lab Assistant	n/a	02
25-9041.00	Computer Lab Para Professional	n/a	02
25-9041.00	Crisis Intervention Specialist	n/a	02
25-9041.00	Early Childhood Teacher Assistant (EC Teacher Assistant)	EC Teacher Assistant	02
25-9041.00	ED Educational Aide (Emotionally Disturbed Educational Aide)	ED Educational Aide	02
25-9041.00	Education Paraprofessional	n/a	02
25-9041.00	Educational Aid	n/a	02
25-9041.00	Educational Assistant	n/a	02
25-9041.00	Educational Assistant Teacher	n/a	04,06
25-9041.00	Educational Resources Center Instructional Paraprofessional (ERC Instructional Paraprofessional)	ERC Instructional Paraprofessional	02
25-9041.00	Educational Technician	n/a	02
25-9041.00	English Language Learner Tutor (ELL Tutor)	ELL Tutor	02
25-9041.00	ESL Instructional Assistant (English as a Second Language Instructional Assistant)	ESL Instructional Assistant	02
25-9041.00	ESL Tutor (English as a Second Language Tutor)	ESL Tutor	02
25-9041.00	ESOL Teacher Assistant (English for Speakers of Other Languages Teacher Assistant)	ESOL Teacher Assistant	02
25-9041.00	Examination Grader	n/a	04,06
25-9041.00	Examination Proctor	n/a	04,06
25-9041.00	Examination Scorer	n/a	04,06
25-9041.00	Exceptional Children Teacher Assistant	n/a	02
25-9041.00	Exceptional Student Education Aide (ESE Aide)	ESE Aide	02
25-9041.00	Extended Resource Developmentally Delayed Assistant (Extended Resource DD Assistant)	Extended Resource DD Assistant	02
25-9041.00	Gifted and Talented Student Education Aide	n/a	04
25-9041.00	Grader	n/a	04
25-9041.00	Grading Clerk	n/a	04,06
25-9041.00	Helper Teacher	n/a	04,06
25-9041.00	In School Suspension Aide (ISS Aide)	ISS Aide	02
25-9041.00	In School Suspension Coordinator (ISS Coordinator)	ISS Coordinator	02
25-9041.00	Inclusion Paraeducator	n/a	02
25-9041.00	Instructional Aide	n/a	02,04,09
25-9041.00	Instructional Assistant	n/a	02,04
25-9041.00	Instructional Paraprofessional	n/a	02
25-9041.00	Itinerant Teacher Assistant	n/a	02
25-9041.00	Kindergarten Aide	n/a	02
25-9041.00	Kindergarten Instructional Assistant	n/a	02
25-9041.00	Kindergarten Paraprofessional	n/a	02
25-9041.00	Kindergarten Teacher Assistant	n/a	02
25-9041.00	Kindergartners Helper	n/a	04,06
25-9041.00	Learning Support Aide	n/a	02,04
25-9041.00	Library Paraprofessional	n/a	02
25-9041.00	Media Aid	n/a	02
25-9041.00	Media Assistant	n/a	02
25-9041.00	Paper Grader	n/a	04,06
25-9041.00	Para Educator	n/a	02,09
25-9041.00	Para Professional	n/a	02,09
25-9041.00	Paraeducator	n/a	02,04,09
25-9041.00	Paraprofessional	n/a	02,04,06
25-9041.00	Paraprofessional Aide	n/a	02
25-9041.00	Paraprofessional Aide Teacher	n/a	04,06
25-9041.00	Paraprofessional Education Assistant	n/a	02
25-9041.00	Practice or Student Teacher	n/a	04,06
25-9041.00	Preschool Assistant	n/a	02
25-9041.00	Preschool Teacher's Assistant	n/a	02
25-9041.00	Proctor	n/a	06
25-9041.00	Program Assistant	n/a	02
25-9041.00	Public Health Training Assistant (PHTA)	PHTA	02,04
25-9041.00	Readiness Paraprofessional	n/a	02
25-9041.00	Reading Aide	n/a	02,04
25-9041.00	Reading Assistant	n/a	02
25-9041.00	Resource Paraprofessional	n/a	02
25-9041.00	School Aide	n/a	02
25-9041.00	SLD Educational Aide (Specific Learning Disability Educational Aide)	SLD Educational Aide	02
25-9041.00	Special Education Aide	n/a	02,04,09
25-9041.00	Special Education Assistant	n/a	02
25-9041.00	Special Education Associate	n/a	02
25-9041.00	Special Education Classroom Aide	n/a	04
25-9041.00	Special Education Instructional Assistant	n/a	02,04
25-9041.00	Special Education Para Professional	n/a	02
25-9041.00	Special Education Paraeducator	n/a	02,04
25-9041.00	Special Education Paraprofessional	n/a	02,04
25-9041.00	Special Education Teacher	n/a	02
25-9041.00	Special Education Teaching Assistant	n/a	02,04
25-9041.00	Special Population Paraprofessional	n/a	02
25-9041.00	Study Hall Supervisor	n/a	04,06
25-9041.00	Substitute Teacher	n/a	09
25-9041.00	Supervisory Aide	n/a	02
25-9041.00	Teacher	n/a	02
25-9041.00	Teacher Aide	n/a	02,04,08
25-9041.00	Teacher Assistant	n/a	02
25-9041.00	Teacher Associate	n/a	02
25-9041.00	Teacher's Aide	n/a	02,04,06
25-9041.00	Teacher's Assistant	n/a	02
25-9041.00	Teachers Assistant	n/a	09
25-9041.00	Teaching Aide	n/a	02,09
25-9041.00	Teaching Assistant	n/a	02
25-9041.00	Test Grader	n/a	04,06
25-9041.00	Title I Assistant	n/a	02
25-9041.00	TMD Teacher Assistant (Trainable Mentally Disabled Teacher Assistant)	TMD Teacher Assistant	02
25-9041.00	Tutor	n/a	02
25-9041.00	Visual Aid Expert	n/a	04,06
25-9099.00	Craft Demonstrator	n/a	08
25-9099.00	Education Technician	n/a	09
25-9099.00	Encyclopedia Research Worker	n/a	08
25-9099.00	General Educational Development (GED) Examiner	n/a	04
25-9099.00	Individualized Education Plan (IEP) Aide	n/a	04
25-9099.00	Satellite Instruction Facilitator	n/a	08
25-9099.00	Scholastic Aptitude Test (SAT) Grader	n/a	04
25-9099.00	Teacher Aide	n/a	08
27-1011.00	Art Coordinator	n/a	09
27-1011.00	Art Department Head	n/a	01
27-1011.00	Art Director	n/a	02,04
27-1011.00	Art Supervisor	n/a	02,04,06
27-1011.00	Artistic Director	n/a	09
27-1011.00	Arts Administrator	n/a	09
27-1011.00	Arts Manager	n/a	09
27-1011.00	Associate Creative Director ACD Art Director	n/a	02
27-1011.00	Creative Director	n/a	02,08
27-1011.00	Creative Guru	n/a	02
27-1011.00	Creative Manager	n/a	02
27-1011.00	Creative Services Coordinator	n/a	02
27-1011.00	Creative Services Designer	n/a	02
27-1011.00	Creative Services Director	n/a	02
27-1011.00	Creative Services Manager	n/a	02,09
27-1011.00	Creative/Art Director	n/a	02
27-1011.00	Design Director	n/a	02
27-1011.00	Designer	n/a	02
27-1011.00	Director Design	n/a	02
27-1011.00	Director of Creative Services, Consumer Products	n/a	02
27-1011.00	Director of Operations and Creative Services	n/a	02
27-1011.00	Exec. Creative Director	n/a	02
27-1011.00	Freelance Art Director	n/a	02
27-1011.00	Group Art Supervisor	n/a	02
27-1011.00	Interactive Art Director	n/a	02
27-1011.00	Magazine Designer	n/a	04
27-1011.00	Presentation Specialist	n/a	09
27-1011.00	Product Designer	n/a	08
27-1011.00	Production Coordinator	n/a	02
27-1011.00	Production Manager	n/a	02
27-1011.00	Senior Art Director	n/a	02
27-1011.00	Senior Designer/Art Director	n/a	02
27-1012.00	Apprentice, Painter, Neckties	n/a	06
27-1012.00	Architectural Modeler	n/a	04,06
27-1012.00	Art Objects Repairer	n/a	06
27-1012.00	Artisan	n/a	10
27-1012.00	Bronze Sculptor	n/a	02
27-1012.00	Calligrapher	n/a	04
27-1012.00	Ceramic Artist	n/a	02,04,06
27-1012.00	Ceramics Artist	n/a	09
27-1012.00	Ceramics Sculptor	n/a	02
27-1012.00	China Painter	n/a	04,06
27-1012.00	Colorer	n/a	04
27-1012.00	Colorist	n/a	04
27-1012.00	Copyist	n/a	04
27-1012.00	Cordwainer	n/a	02
27-1012.00	Craft Worker	n/a	04,06
27-1012.00	Crafter	n/a	04,06
27-1012.00	Craftsman	n/a	09
27-1012.00	Creative Designer	n/a	04
27-1012.00	Custom Shoe-Maker	n/a	02
27-1012.00	Decorative Arts Production Artist	n/a	02
27-1012.00	Designer	n/a	02
27-1012.00	Fiber Artist	n/a	02
27-1012.00	Fiber Designer	n/a	10
27-1012.00	Flag Decorator	n/a	04
27-1012.00	Frame Stylist	n/a	04
27-1012.00	Furniture Artist	n/a	02,04
27-1012.00	Furniture Designer	n/a	02
27-1012.00	Furniture Maker	n/a	02
27-1012.00	Furniture Reproducer	n/a	04,06
27-1012.00	Glass Artist	n/a	02
27-1012.00	Glass Blower	n/a	02
27-1012.00	Goldsmith	n/a	02
27-1012.00	Guitar Maker	n/a	09
27-1012.00	Hand Potter	n/a	04
27-1012.00	Hand-Weaver	n/a	02
27-1012.00	Inker and Opaquer	n/a	04
27-1012.00	Instrument Designer	n/a	10
27-1012.00	Ivory Carver	n/a	04,06
27-1012.00	Jewelry Designer	n/a	02
27-1012.00	Kinetic Sculpture Artist	n/a	02
27-1012.00	Luthier	n/a	09
27-1012.00	Memorial Designer	n/a	04
27-1012.00	Metal Arts Production Artist	n/a	02,04
27-1012.00	Metal Smith	n/a	02
27-1012.00	Mobile Artist	n/a	02
27-1012.00	Music Autographer	n/a	04
27-1012.00	Music Grapher	n/a	04
27-1012.00	Ornamental Metalwork Designer	n/a	04
27-1012.00	Picture Copyist	n/a	04
27-1012.00	Quilt Maker	n/a	02
27-1012.00	Quilter	n/a	04
27-1012.00	Studio Craft Artist	n/a	02
27-1012.00	Studio Jeweler	n/a	02
27-1012.00	Taxidermist	n/a	04,06,08
27-1012.00	Toy Maker	n/a	09
27-1012.00	Wood Crafter	n/a	10
27-1012.00	Wood Turner	n/a	02
27-1013.00	3D Artist	n/a	09
27-1013.00	Animated Cartoons Painter	n/a	04,06
27-1013.00	Animated Cartoons Painter Apprentice	n/a	04,06
27-1013.00	Apprentice, Painter, Landscape	n/a	04,06
27-1013.00	Apprentice, Painter, Statuary	n/a	04,06
27-1013.00	Art Conservator	n/a	02
27-1013.00	Art Restorer	n/a	02,04,06
27-1013.00	Art Teacher	n/a	02
27-1013.00	Artist	n/a	02
27-1013.00	Artist Blacksmith	n/a	02
27-1013.00	Arts Instructor	n/a	02
27-1013.00	Automotive Artist	n/a	02
27-1013.00	Balloon Artist	n/a	10
27-1013.00	Beaded Jewelry Artist	n/a	02
27-1013.00	Book Illustrator	n/a	04,09
27-1013.00	Card Painter	n/a	04,06
27-1013.00	Caricature Artist	n/a	02,04
27-1013.00	Cartoon Artist	n/a	09
27-1013.00	Cartoonist	n/a	08
27-1013.00	Clay Artist	n/a	02
27-1013.00	Color Artist	n/a	04,06
27-1013.00	Comic Artist	n/a	04,09
27-1013.00	Comic Book Artist	n/a	04,09
27-1013.00	Comic Book Designer	n/a	09
27-1013.00	Comic Illustrator	n/a	04,09
27-1013.00	Commercial Artist	n/a	04
27-1013.00	Commercial Illustrator	n/a	09
27-1013.00	Commercial Retoucher	n/a	04,06
27-1013.00	Community-Based Public Artist	n/a	02
27-1013.00	Concept Artist	n/a	10
27-1013.00	Concrete Sculptor	n/a	04,06
27-1013.00	Courtroom Sketch Artist	n/a	02
27-1013.00	Craft Artist	n/a	02
27-1013.00	Crayon Painter	n/a	04,06
27-1013.00	Custom Motorcycle Painter	n/a	09
27-1013.00	Delineator	n/a	08
27-1013.00	Editorial Cartoonist	n/a	04,06
27-1013.00	Exhibit Artist	n/a	08
27-1013.00	Fashion Artist	n/a	04,06,08
27-1013.00	Fashion Illustrator	n/a	04
27-1013.00	Fiber Artist	n/a	02
27-1013.00	Fine Artist	n/a	02
27-1013.00	Forensic Artist	n/a	09
27-1013.00	Free Lance Artist	n/a	04
27-1013.00	Fresco Artist	n/a	04,06
27-1013.00	Glass Artist	n/a	04
27-1013.00	Histological Illustrator	n/a	04,06
27-1013.00	Ice Sculptor	n/a	04,06
27-1013.00	Illustrator	n/a	02
27-1013.00	Kiln Formed Glass Artist	n/a	02
27-1013.00	Landscape Artist	n/a	09
27-1013.00	Landscape Painter	n/a	04,06
27-1013.00	Manga Artist	n/a	09
27-1013.00	Medical Artist	n/a	04,06
27-1013.00	Medical Illustrator	n/a	04,06
27-1013.00	Model Maker	n/a	02
27-1013.00	Motion Pictures Cartoonist	n/a	08
27-1013.00	Multimedia Artist	n/a	02
27-1013.00	Mural Artist	n/a	02
27-1013.00	Mural Painter	n/a	04,06
27-1013.00	Muralist	n/a	02,04
27-1013.00	Newspaper Illustrator	n/a	04,06
27-1013.00	Non-Representational Metal Sculptor	n/a	02,04
27-1013.00	Oil Painter	n/a	04,06
27-1013.00	Painter	n/a	02
27-1013.00	Painter Apprentice	n/a	04
27-1013.00	Painting Instructor	n/a	10
27-1013.00	Paintings Conservator	n/a	02
27-1013.00	Paintings Restorer	n/a	04,06,08
27-1013.00	Pattern Illustrator	n/a	04,06
27-1013.00	Picture Framer	n/a	02
27-1013.00	Picture Painter	n/a	04,06
27-1013.00	Plasma Graphic Artist	n/a	02
27-1013.00	Police Artist	n/a	08
27-1013.00	Police Sketch Artist	n/a	02
27-1013.00	Political Cartoonist	n/a	04
27-1013.00	Portrait Artist	n/a	02,04,09
27-1013.00	Portrait Painter	n/a	04,06
27-1013.00	Printmaker	n/a	04,06,08
27-1013.00	Production Illustrator	n/a	04,06
27-1013.00	Quick Sketch Artist	n/a	08
27-1013.00	Reproduction Artist	n/a	04,06
27-1013.00	Restoration Artist	n/a	02
27-1013.00	Sacred Art Artist	n/a	02
27-1013.00	Scene Painter	n/a	04,06
27-1013.00	Scenic Artist	n/a	04,06
27-1013.00	Scientific Artist	n/a	04,06
27-1013.00	Scientific Illustrator	n/a	04,06
27-1013.00	Sculptor	n/a	02
27-1013.00	Set Illustrator	n/a	08
27-1013.00	Silhouette Artist	n/a	08
27-1013.00	Sketch Artist	n/a	04,08
27-1013.00	Sports Cartoonist	n/a	04,06
27-1013.00	Stained Glass Artist	n/a	02,04
27-1013.00	Stained Glass Painter	n/a	04,06
27-1013.00	Statuary Painter	n/a	04,06
27-1013.00	Statue Maker	n/a	04,06
27-1013.00	Suspect Artist	n/a	08
27-1013.00	Tattoo Designer	n/a	09
27-1013.00	Teaching Artist	n/a	10
27-1013.00	Technical Artist	n/a	10
27-1013.00	Technical Illustrator	n/a	04,06
27-1013.00	Texture Artist	n/a	08
27-1013.00	Tinsmith	n/a	02
27-1013.00	Visual Artist	n/a	09
27-1013.00	Water Colorist	n/a	02,04
27-1013.00	Watercolor Artist	n/a	02,04
27-1013.00	Wildlife Artist	n/a	02
27-1014.00	3D Animator	n/a	02,04
27-1014.00	3D Artist	n/a	02
27-1014.00	3D Designer	n/a	10
27-1014.00	3D Modeler	n/a	10
27-1014.00	3D Specialist	n/a	08
27-1014.00	Animation Artist	n/a	09
27-1014.00	Animation Director	n/a	02
27-1014.00	Animation Producer	n/a	02
27-1014.00	Animator	n/a	02,04,06,08
27-1014.00	Anime Artist	n/a	09
27-1014.00	Art Director	n/a	02
27-1014.00	Artist	n/a	02
27-1014.00	Audio/Video Engineer	n/a	08
27-1014.00	Cartoon Animator	n/a	09
27-1014.00	Cartoon Artist	n/a	09
27-1014.00	Compositor	n/a	02
27-1014.00	Computer Animator	n/a	02
27-1014.00	Computer Artist	n/a	04,06
27-1014.00	Computer Graphic Artist	n/a	08
27-1014.00	Computer Graphic Designer	n/a	09
27-1014.00	Computer Graphics Illustrator	n/a	04,06
27-1014.00	Concept Artist	n/a	09
27-1014.00	Creative Director	n/a	02
27-1014.00	Creative Services Producer	n/a	02
27-1014.00	Design Director	n/a	02
27-1014.00	Designer	n/a	02
27-1014.00	Digital Artist	n/a	02,09
27-1014.00	Digital Media Designer	n/a	01
27-1014.00	Fx Artist	n/a	10
27-1014.00	Game Artist	n/a	09
27-1014.00	Game Developer	n/a	09
27-1014.00	Graphic Artist	n/a	02
27-1014.00	Graphic Designer	n/a	02
27-1014.00	Graphics Specialist	n/a	09
27-1014.00	Illustrator	n/a	02
27-1014.00	Interactive Digital Media Specialist	n/a	08
27-1014.00	Media Producer	n/a	02
27-1014.00	Media Specialist	n/a	08
27-1014.00	Media/Instructional Designer	n/a	08
27-1014.00	Motion Graphics Artist	n/a	02
27-1014.00	Motion Pictures Cartoonist	n/a	08
27-1014.00	Multimedia Artist	n/a	02,04,09
27-1014.00	Multimedia Author	n/a	08
27-1014.00	Multimedia Authoring Specialist	n/a	08
27-1014.00	Multimedia Designer	n/a	09
27-1014.00	Multimedia Developer	n/a	08,09
27-1014.00	Multimedia Producer	n/a	02
27-1014.00	Multimedia Specialist	n/a	01,08,09
27-1014.00	Multimedia Technician	n/a	10
27-1014.00	Production Assistant	n/a	02
27-1014.00	Production Manager	n/a	02
27-1014.00	Prop and Effects Designer	n/a	02
27-1014.00	Special Effects Artist	n/a	04
27-1014.00	Special Effects Designer	n/a	09
27-1014.00	Special Effects Specialist	n/a	04,06
27-1014.00	Special Effects Technician	n/a	09
27-1014.00	Storyboard Artist	n/a	09
