<?[a-z0-9._%+-]+@[a-z0-9.-]+\.[a-z]{2,4}>?	EMAIL	2
< [a-z0-9._%+-]+@[a-z0-9.-]+\.[a-z]{2,4} >	EMAIL	2
((([a-za-z]{3,9}:(?:\\?\/\\?\/)?)(?:[-;:&=\+\$,\w]+@)?[a-za-z0-9.-]+|(?:www.|[-;:&=\+\$,\w]+@)[a-za-z0-9.-]+)(?::[0-9]+)?((?:\\?\/[\+~%\\?\/.\w_-]*)?\??(?:[-\+=&;%@.\w_]*)#?(?:[.\!\\?\/\\w]*))?)	URL	1
.*\.(ca|gov|com|edu|net|org|uk|us)	URL	1
book-sewing-machine-operator-i	TITLE	MISC	1
book-sewing-machine operator ii	TITLE	MISC	1
book sewing machine operator ii	TITLE	MISC	1
book-sewing-machine-operator-ii	TITLE	MISC	1
boom-conveyor operator	TITLE	MISC	1
boom conveyor operator	TITLE	MISC	1
boom-conveyor-operator	TITLE	MISC	1
booster assembler	TITLE	MISC	1
booster-assembler	TITLE	MISC	1
hand bootmaker	TITLE	MISC	1
hand-bootmaker	TITLE	MISC	1
border guard	TITLE	MISC	1
border-guard	TITLE	MISC	1
border measurer and cutter	TITLE	MISC	1
border-measurer-and-cutter	TITLE	MISC	1
boring-and-filling-machine operator	TITLE	MISC	1
boring and filling machine operator	TITLE	MISC	1
boring-and-filling-machine-operator	TITLE	MISC	1
boring-machine operator	TITLE	MISC	1
boring machine operator	TITLE	MISC	1
boring-machine-operator	TITLE	MISC	1
boring-machine operator	TITLE	MISC	1
boring machine operator	TITLE	MISC	1
boring-machine-operator	TITLE	MISC	1
boring-machine operator	TITLE	MISC	1
boring machine operator	TITLE	MISC	1
boring-machine-operator	TITLE	MISC	1
production boring-machine operator	TITLE	MISC	1
production boring machine operator	TITLE	MISC	1
production-boring-machine-operator	TITLE	MISC	1
jig boring-machine set-up operator	TITLE	MISC	1
jig boring machine set up operator	TITLE	MISC	1
jig-boring-machine-set-up-operator	TITLE	MISC	1
horizontal boring-mill set-up operator	TITLE	MISC	1
horizontal boring mill set up operator	TITLE	MISC	1
horizontal-boring-mill-set-up-operator	TITLE	MISC	1
botanist	TITLE	MISC	1
bottle gauger	TITLE	MISC	1
bottle-gauger	TITLE	MISC	1
bottle packer	TITLE	MISC	1
bottle-packer	TITLE	MISC	1
bottled-beverage inspector	TITLE	MISC	1
bottled beverage inspector	TITLE	MISC	1
bottled-beverage-inspector	TITLE	MISC	1
bottle-house quality-control technician	TITLE	MISC	1
bottle house quality control technician	TITLE	MISC	1
bottle-house-quality-control-technician	TITLE	MISC	1
bottling-line attendant	TITLE	MISC	1
bottling line attendant	TITLE	MISC	1
bottling-line-attendant	TITLE	MISC	1
bottom bleacher	TITLE	MISC	1
bottom-bleacher	TITLE	MISC	1
bottom filler	TITLE	MISC	1
bottom-filler	TITLE	MISC	1
bottom maker	TITLE	MISC	1
bottom-maker	TITLE	MISC	1
bottom polisher	TITLE	MISC	1
bottom-polisher	TITLE	MISC	1
bottom presser	TITLE	MISC	1
bottom-presser	TITLE	MISC	1
bottom wheeler	TITLE	MISC	1
bottom-wheeler	TITLE	MISC	1
bottomer i	TITLE	MISC	1
bottomer-i	TITLE	MISC	1
bottom-hole-pressure-recording-operator helper	TITLE	MISC	1
bottom hole pressure recording operator helper	TITLE	MISC	1
bottom-hole-pressure-recording-operator-helper	TITLE	MISC	1
bottom-hoop driver	TITLE	MISC	1
bottom hoop driver	TITLE	MISC	1
bottom-hoop-driver	TITLE	MISC	1
bottoming-machine operator	TITLE	MISC	1
bottoming machine operator	TITLE	MISC	1
bottoming-machine-operator	TITLE	MISC	1
bottom-precipitator operator	TITLE	MISC	1
bottom precipitator operator	TITLE	MISC	1
bottom-precipitator-operator	TITLE	MISC	1
bottom-saw operator	TITLE	MISC	1
bottom saw operator	TITLE	MISC	1
bottom-saw-operator	TITLE	MISC	1
bottom-turning-lathe tender	TITLE	MISC	1
bottom turning lathe tender	TITLE	MISC	1
bottom-turning-lathe-tender	TITLE	MISC	1
bouffant-curtain-machine tender	TITLE	MISC	1
bouffant curtain machine tender	TITLE	MISC	1
bouffant-curtain-machine-tender	TITLE	MISC	1
bouncer	TITLE	MISC	1
bow maker	TITLE	MISC	1
bow-maker	TITLE	MISC	1
bow maker	TITLE	MISC	1
bow-maker	TITLE	MISC	1
bow maker	TITLE	MISC	1
bow-maker	TITLE	MISC	1
bow maker	TITLE	MISC	1
bow-maker	TITLE	MISC	1
custom bow maker	TITLE	MISC	1
custom-bow-maker	TITLE	MISC	1
production bow maker	TITLE	MISC	1
production-bow-maker	TITLE	MISC	1
bow rehairer	TITLE	MISC	1
bow-rehairer	TITLE	MISC	1
bowl turner	TITLE	MISC	1
bowl-turner	TITLE	MISC	1
bowling-ball engraver	TITLE	MISC	1
bowling ball engraver	TITLE	MISC	1
bowling-ball-engraver	TITLE	MISC	1
bowling-ball finisher	TITLE	MISC	1
bowling ball finisher	TITLE	MISC	1
bowling-ball-finisher	TITLE	MISC	1
bowling-ball grader and marker	TITLE	MISC	1
bowling ball grader and marker	TITLE	MISC	1
bowling-ball-grader-and-marker	TITLE	MISC	1
bowling-ball molder	TITLE	MISC	1
bowling ball molder	TITLE	MISC	1
bowling-ball-molder	TITLE	MISC	1
bowling-ball weigher and packer	TITLE	MISC	1
bowling ball weigher and packer	TITLE	MISC	1
bowling-ball-weigher-and-packer	TITLE	MISC	1
bowling-ball-mold assembler	TITLE	MISC	1
bowling ball mold assembler	TITLE	MISC	1
bowling-ball-mold-assembler	TITLE	MISC	1
automatic bow-maker-machine tender	TITLE	MISC	1
automatic bow maker machine tender	TITLE	MISC	1
automatic-bow-maker-machine-tender	TITLE	MISC	1
bow-string maker	TITLE	MISC	1
bow string maker	TITLE	MISC	1
bow-string-maker	TITLE	MISC	1
box bender	TITLE	MISC	1
box-bender	TITLE	MISC	1
box inspector	TITLE	MISC	1
box-inspector	TITLE	MISC	1
box maker	TITLE	MISC	1
box-maker	TITLE	MISC	1
paperboard box maker	TITLE	MISC	1
paperboard-box-maker	TITLE	MISC	1
wood box maker	TITLE	MISC	1
wood-box-maker	TITLE	MISC	1
box printer	TITLE	MISC	1
box-printer	TITLE	MISC	1
box repairer ii	TITLE	MISC	1
box-repairer-ii	TITLE	MISC	1
box tender	TITLE	MISC	1
box-tender	TITLE	MISC	1
box-blank-machine operator	TITLE	MISC	1
box blank machine operator	TITLE	MISC	1
box-blank-machine-operator	TITLE	MISC	1
box-blank-machine-operator helper	TITLE	MISC	1
box blank machine operator helper	TITLE	MISC	1
box-blank-machine-operator-helper	TITLE	MISC	1
box-folding-machine operator	TITLE	MISC	1
box folding machine operator	TITLE	MISC	1
box-folding-machine-operator	TITLE	MISC	1
boxing inspector	TITLE	MISC	1
boxing-inspector	TITLE	MISC	1
boxing-and-pressing supervisor	TITLE	MISC	1
boxing and pressing supervisor	TITLE	MISC	1
boxing-and-pressing-supervisor	TITLE	MISC	1
box-lining-machine feeder	TITLE	MISC	1
box lining machine feeder	TITLE	MISC	1
box-lining-machine-feeder	TITLE	MISC	1
box-sealing inspector	TITLE	MISC	1
box sealing inspector	TITLE	MISC	1
box-sealing-inspector	TITLE	MISC	1
box-sealing-machine operator	TITLE	MISC	1
box sealing machine operator	TITLE	MISC	1
box-sealing-machine-operator	TITLE	MISC	1
box-spring maker i	TITLE	MISC	1
box spring maker i	TITLE	MISC	1
box-spring-maker-i	TITLE	MISC	1
box-spring maker ii	TITLE	MISC	1
box spring maker ii	TITLE	MISC	1
box-spring-maker-ii	TITLE	MISC	1
box-truck washer	TITLE	MISC	1
box truck washer	TITLE	MISC	1
box-truck-washer	TITLE	MISC	1
bracelet and brooch maker	TITLE	MISC	1
bracelet-and-brooch-maker	TITLE	MISC	1
braider operator	TITLE	MISC	1
braider-operator	TITLE	MISC	1
braider setter	TITLE	MISC	1
braider-setter	TITLE	MISC	1
braiding-machine operator	TITLE	MISC	1
braiding machine operator	TITLE	MISC	1
braiding-machine-operator	TITLE	MISC	1
braiding-machine tender	TITLE	MISC	1
braiding machine tender	TITLE	MISC	1
braiding-machine-tender	TITLE	MISC	1
braid-pattern setter	TITLE	MISC	1
braid pattern setter	TITLE	MISC	1
braid-pattern-setter	TITLE	MISC	1
braille operator	TITLE	MISC	1
braille-operator	TITLE	MISC	1
braille proofreader	TITLE	MISC	1
braille-proofreader	TITLE	MISC	1
hand braille transcriber	TITLE	MISC	1
hand-braille-transcriber	TITLE	MISC	1
braille typist	TITLE	MISC	1
braille-typist	TITLE	MISC	1
braille-and-talking books clerk	TITLE	MISC	1
braille and talking books clerk	TITLE	MISC	1
braille-and-talking-books-clerk	TITLE	MISC	1
braille-duplicating-machine operator	TITLE	MISC	1
braille duplicating machine operator	TITLE	MISC	1
braille-duplicating-machine-operator	TITLE	MISC	1
brake adjuster	TITLE	MISC	1
brake-adjuster	TITLE	MISC	1
road freight brake coupler	TITLE	MISC	1
road-freight-brake-coupler	TITLE	MISC	1
brake holder	TITLE	MISC	1
brake-holder	TITLE	MISC	1
brake operator i	TITLE	MISC	1
brake-operator-i	TITLE	MISC	1
brake operator ii	TITLE	MISC	1
brake-operator-ii	TITLE	MISC	1
brake repairer	TITLE	MISC	1
brake-repairer	TITLE	MISC	1
railroad brake repairer	TITLE	MISC	1
railroad-brake-repairer	TITLE	MISC	1
brake-drum-lathe operator	TITLE	MISC	1
brake drum lathe operator	TITLE	MISC	1
brake-drum-lathe-operator	TITLE	MISC	1
brake-lining curer	TITLE	MISC	1
brake lining curer	TITLE	MISC	1
brake-lining-curer	TITLE	MISC	1
asbestos brake-lining finisher	TITLE	MISC	1
asbestos brake lining finisher	TITLE	MISC	1
asbestos-brake-lining-finisher	TITLE	MISC	1
asbestos brake-lining-finisher helper	TITLE	MISC	1
asbestos brake lining finisher helper	TITLE	MISC	1
asbestos-brake-lining-finisher-helper	TITLE	MISC	1
passenger train braker	TITLE	MISC	1
passenger-train-braker	TITLE	MISC	1
bran mixer	TITLE	MISC	1
bran-mixer	TITLE	MISC	1
brand recorder	TITLE	MISC	1
brand-recorder	TITLE	MISC	1
branding-machine tender	TITLE	MISC	1
branding machine tender	TITLE	MISC	1
branding-machine-tender	TITLE	MISC	1
branner-machine tender	TITLE	MISC	1
branner machine tender	TITLE	MISC	1
branner-machine-tender	TITLE	MISC	1
automatic brassiere-slide-making-machine tender	TITLE	MISC	1
automatic brassiere slide making machine tender	TITLE	MISC	1
automatic-brassiere-slide-making-machine-tender	TITLE	MISC	1
brass-wind-instrument maker	TITLE	MISC	1
brass wind instrument maker	TITLE	MISC	1
brass-wind-instrument-maker	TITLE	MISC	1
assembler brazer	TITLE	MISC	1
assembler-brazer	TITLE	MISC	1
controlled atmospheric furnace brazer	TITLE	MISC	1
controlled-atmospheric-furnace-brazer	TITLE	MISC	1
furnace brazer	TITLE	MISC	1
furnace-brazer	TITLE	MISC	1
induction brazer	TITLE	MISC	1
induction-brazer	TITLE	MISC	1
resistance brazer	TITLE	MISC	1
resistance-brazer	TITLE	MISC	1
brazing-machine operator	TITLE	MISC	1
brazing machine operator	TITLE	MISC	1
brazing-machine-operator	TITLE	MISC	1
brazing-machine setter	TITLE	MISC	1
brazing machine setter	TITLE	MISC	1
brazing-machine-setter	TITLE	MISC	1
breading machine tender	TITLE	MISC	1
breading-machine-tender	TITLE	MISC	1
break-and-load operator	TITLE	MISC	1
break and load operator	TITLE	MISC	1
break-and-load-operator	TITLE	MISC	1
breaker	TITLE	MISC	1
breaker tender	TITLE	MISC	1
breaker-tender	TITLE	MISC	1
breaker-machine operator	TITLE	MISC	1
breaker machine operator	TITLE	MISC	1
breaker-machine-operator	TITLE	MISC	1
breaker-machine tender	TITLE	MISC	1
breaker machine tender	TITLE	MISC	1
breaker-machine-tender	TITLE	MISC	1
breaker-up-machine operator	TITLE	MISC	1
breaker up machine operator	TITLE	MISC	1
breaker-up-machine-operator	TITLE	MISC	1
breaking-machine operator	TITLE	MISC	1
breaking machine operator	TITLE	MISC	1
breaking-machine-operator	TITLE	MISC	1
break-off worker	TITLE	MISC	1
break off worker	TITLE	MISC	1
break-off-worker	TITLE	MISC	1
brewery cellar worker	TITLE	MISC	1
brewery-cellar-worker	TITLE	MISC	1
briar cutter	TITLE	MISC	1
briar-cutter	TITLE	MISC	1
briar-wood sorter	TITLE	MISC	1
briar wood sorter	TITLE	MISC	1
briar-wood-sorter	TITLE	MISC	1
brick setter operator	TITLE	MISC	1
brick-setter-operator	TITLE	MISC	1
brick tester	TITLE	MISC	1
brick-tester	TITLE	MISC	1
brick unloader tender	TITLE	MISC	1
brick-unloader-tender	TITLE	MISC	1
brick-and-tile-making-machine operator	TITLE	MISC	1
brick and tile making machine operator	TITLE	MISC	1
brick-and-tile-making-machine-operator	TITLE	MISC	1
bricklayer	TITLE	MISC	1
bricklayer	TITLE	MISC	1
bricklayer apprentice	TITLE	MISC	1
bricklayer-apprentice	TITLE	MISC	1
firebrick and refractory tile bricklayer helper	TITLE	MISC	1
firebrick-and-refractory-tile-bricklayer-helper	TITLE	MISC	1
bricklayer supervisor	TITLE	MISC	1
bricklayer-supervisor	TITLE	MISC	1
firebrick and refractory tile bricklayer	TITLE	MISC	1
firebrick-and-refractory-tile-bricklayer	TITLE	MISC	1
bridge inspector	TITLE	MISC	1
bridge-inspector	TITLE	MISC	1
slip bridge operator	TITLE	MISC	1
slip-bridge-operator	TITLE	MISC	1
bright cutter	TITLE	MISC	1
bright-cutter	TITLE	MISC	1
brilliandeer-lopper	TITLE	MISC	1
brilliandeer lopper	TITLE	MISC	1
brim curler	TITLE	MISC	1
brim-curler	TITLE	MISC	1
hand brim ironer	TITLE	MISC	1
hand-brim-ironer	TITLE	MISC	1
brim presser i	TITLE	MISC	1
brim-presser-i	TITLE	MISC	1
brim raiser	TITLE	MISC	1
brim-raiser	TITLE	MISC	1
brim stitcher i	TITLE	MISC	1
brim-stitcher-i	TITLE	MISC	1
brim-and-crown presser	TITLE	MISC	1
brim and crown presser	TITLE	MISC	1
brim-and-crown-presser	TITLE	MISC	1
brimer	TITLE	MISC	1
brim-pouncing-machine operator	TITLE	MISC	1
brim pouncing machine operator	TITLE	MISC	1
brim-pouncing-machine-operator	TITLE	MISC	1
brim-stretching-machine operator	TITLE	MISC	1
brim stretching machine operator	TITLE	MISC	1
brim-stretching-machine-operator	TITLE	MISC	1
brine maker i	TITLE	MISC	1
brine-maker-i	TITLE	MISC	1
brine maker i	TITLE	MISC	1
brine-maker-i	TITLE	MISC	1
brine maker ii	TITLE	MISC	1
brine-maker-ii	TITLE	MISC	1
brine maker ii	TITLE	MISC	1
brine-maker-ii	TITLE	MISC	1
automatic brine-mixer operator	TITLE	MISC	1
automatic brine mixer operator	TITLE	MISC	1
automatic-brine-mixer-operator	TITLE	MISC	1
briner	TITLE	MISC	1
brine-tank tender	TITLE	MISC	1
brine tank tender	TITLE	MISC	1
brine-tank-tender	TITLE	MISC	1
brine-tank-separator operator	TITLE	MISC	1
brine tank separator operator	TITLE	MISC	1
brine-tank-separator-operator	TITLE	MISC	1
brine-well operator	TITLE	MISC	1
brine well operator	TITLE	MISC	1
brine-well-operator	TITLE	MISC	1
briquette operator	TITLE	MISC	1
briquette-operator	TITLE	MISC	1
briquette-machine operator	TITLE	MISC	1
briquette machine operator	TITLE	MISC	1
briquette-machine-operator	TITLE	MISC	1
briquette-machine-operator helper	TITLE	MISC	1
briquette machine operator helper	TITLE	MISC	1
briquette-machine-operator-helper	TITLE	MISC	1
briquetter operator	TITLE	MISC	1
briquetter-operator	TITLE	MISC	1
briquetting-machine operator	TITLE	MISC	1
briquetting machine operator	TITLE	MISC	1
briquetting-machine-operator	TITLE	MISC	1
production broaching-machine operator	TITLE	MISC	1
production broaching machine operator	TITLE	MISC	1
production-broaching-machine-operator	TITLE	MISC	1
broaching-machine set-up operator	TITLE	MISC	1
broaching machine set up operator	TITLE	MISC	1
broaching-machine-set-up-operator	TITLE	MISC	1
broadcast checker	TITLE	MISC	1
broadcast-checker	TITLE	MISC	1
brokerage clerk i	TITLE	MISC	1
brokerage-clerk-i	TITLE	MISC	1
brokerage clerk ii	TITLE	MISC	1
brokerage-clerk-ii	TITLE	MISC	1
grain broker-and-market operator	TITLE	MISC	1
grain broker and market operator	TITLE	MISC	1
grain-broker-and-market-operator	TITLE	MISC	1
broom bundler	TITLE	MISC	1
broom-bundler	TITLE	MISC	1
broom stitcher	TITLE	MISC	1
broom-stitcher	TITLE	MISC	1
broomcorn grader	TITLE	MISC	1
broomcorn-grader	TITLE	MISC	1
broomcorn seeder	TITLE	MISC	1
broomcorn-seeder	TITLE	MISC	1
broommaker	TITLE	MISC	1
broth mixer	TITLE	MISC	1
broth-mixer	TITLE	MISC	1
browning processor	TITLE	MISC	1
browning-processor	TITLE	MISC	1
brown-stock washer	TITLE	MISC	1
brown stock washer	TITLE	MISC	1
brown-stock-washer	TITLE	MISC	1
hand brush filler	TITLE	MISC	1
hand-brush-filler	TITLE	MISC	1
brush loader and handle attacher	TITLE	MISC	1
brush-loader-and-handle-attacher	TITLE	MISC	1
machine brush maker	TITLE	MISC	1
machine-brush-maker	TITLE	MISC	1
brush material preparer	TITLE	MISC	1
brush-material-preparer	TITLE	MISC	1
brush operator	TITLE	MISC	1
brush-operator	TITLE	MISC	1
brush polisher	TITLE	MISC	1
brush-polisher	TITLE	MISC	1
brusher	TITLE	MISC	1
machine brusher	TITLE	MISC	1
machine-brusher	TITLE	MISC	1
brush-fabrication supervisor	TITLE	MISC	1
brush fabrication supervisor	TITLE	MISC	1
brush-fabrication-supervisor	TITLE	MISC	1
brush-head maker	TITLE	MISC	1
brush head maker	TITLE	MISC	1
brush-head-maker	TITLE	MISC	1
brush-machine setter	TITLE	MISC	1
brush machine setter	TITLE	MISC	1
brush-machine-setter	TITLE	MISC	1
bucker	TITLE	MISC	1
bucket chucker	TITLE	MISC	1
bucket-chucker	TITLE	MISC	1
bucket operator	TITLE	MISC	1
bucket-operator	TITLE	MISC	1
bucket turner	TITLE	MISC	1
bucket-turner	TITLE	MISC	1
buckle inspector	TITLE	MISC	1
buckle-inspector	TITLE	MISC	1
buckle sorter	TITLE	MISC	1
buckle-sorter	TITLE	MISC	1
buckle-frame shaper	TITLE	MISC	1
buckle frame shaper	TITLE	MISC	1
buckle-frame-shaper	TITLE	MISC	1
buckler and lacer	TITLE	MISC	1
buckler-and-lacer	TITLE	MISC	1
buckle-strap-drum operator	TITLE	MISC	1
buckle strap drum operator	TITLE	MISC	1
buckle-strap-drum-operator	TITLE	MISC	1
buckle-wire inserter	TITLE	MISC	1
buckle wire inserter	TITLE	MISC	1
buckle-wire-inserter	TITLE	MISC	1
buckshot-swage operator	TITLE	MISC	1
buckshot swage operator	TITLE	MISC	1
buckshot-swage-operator	TITLE	MISC	1
budder	TITLE	MISC	1
budget analyst	TITLE	MISC	1
budget-analyst	TITLE	MISC	1
budget clerk	TITLE	MISC	1
budget-clerk	TITLE	MISC	1
budget officer	TITLE	MISC	1
budget-officer	TITLE	MISC	1
buffer	TITLE	MISC	1
buffer	TITLE	MISC	1
buffer	TITLE	MISC	1
buffer	TITLE	MISC	1
buffer	TITLE	MISC	1
buffer i	TITLE	MISC	1
buffer-i	TITLE	MISC	1
automatic buffer	TITLE	MISC	1
automatic-buffer	TITLE	MISC	1
inflated-pad buffer	TITLE	MISC	1
inflated pad buffer	TITLE	MISC	1
inflated-pad-buffer	TITLE	MISC	1
machine buffer	TITLE	MISC	1
machine-buffer	TITLE	MISC	1
buffing turner-and-counter	TITLE	MISC	1
buffing turner and counter	TITLE	MISC	1
buffing-turner-and-counter	TITLE	MISC	1
buffing-and-polishing-wheel repairer	TITLE	MISC	1
buffing and polishing wheel repairer	TITLE	MISC	1
buffing-and-polishing-wheel-repairer	TITLE	MISC	1
buffing-and-sueding-machine operator	TITLE	MISC	1
buffing and sueding machine operator	TITLE	MISC	1
buffing-and-sueding-machine-operator	TITLE	MISC	1
buffing-line set-up worker	TITLE	MISC	1
buffing line set up worker	TITLE	MISC	1
buffing-line-set-up-worker	TITLE	MISC	1
buffing-machine operator	TITLE	MISC	1
buffing machine operator	TITLE	MISC	1
buffing-machine-operator	TITLE	MISC	1
silverware buffing-machine operator	TITLE	MISC	1
silverware buffing machine operator	TITLE	MISC	1
silverware-buffing-machine-operator	TITLE	MISC	1
buffing-machine tender	TITLE	MISC	1
buffing machine tender	TITLE	MISC	1
buffing-machine-tender	TITLE	MISC	1
automatic buffing-wheel former	TITLE	MISC	1
automatic buffing wheel former	TITLE	MISC	1
automatic-buffing-wheel-former	TITLE	MISC	1
hand buffing-wheel former	TITLE	MISC	1
hand buffing wheel former	TITLE	MISC	1
hand-buffing-wheel-former	TITLE	MISC	1
buffing-wheel inspector	TITLE	MISC	1
buffing wheel inspector	TITLE	MISC	1
buffing-wheel-inspector	TITLE	MISC	1
beam builder	TITLE	MISC	1
beam-builder	TITLE	MISC	1
building cleaner	TITLE	MISC	1
building-cleaner	TITLE	MISC	1
building consultant	TITLE	MISC	1
building-consultant	TITLE	MISC	1
building inspector	TITLE	MISC	1
building-inspector	TITLE	MISC	1
building-equipment inspector	TITLE	MISC	1
building equipment inspector	TITLE	MISC	1
building-equipment-inspector	TITLE	MISC	1
building-insulation supervisor	TITLE	MISC	1
building insulation supervisor	TITLE	MISC	1
building-insulation-supervisor	TITLE	MISC	1
bulb filler	TITLE	MISC	1
bulb-filler	TITLE	MISC	1
bulk filler	TITLE	MISC	1
bulk-filler	TITLE	MISC	1
bulker	TITLE	MISC	1
cut tobacco bulker	TITLE	MISC	1
cut-tobacco-bulker	TITLE	MISC	1
bulk-plant operator	TITLE	MISC	1
bulk plant operator	TITLE	MISC	1
bulk-plant-operator	TITLE	MISC	1
bulk-sealer operator	TITLE	MISC	1
bulk sealer operator	TITLE	MISC	1
bulk-sealer-operator	TITLE	MISC	1
bulk-station operator	TITLE	MISC	1
bulk station operator	TITLE	MISC	1
bulk-station-operator	TITLE	MISC	1
bull-chain operator	TITLE	MISC	1
bull chain operator	TITLE	MISC	1
bull-chain-operator	TITLE	MISC	1
bulldozer operator i	TITLE	MISC	1
bulldozer-operator-i	TITLE	MISC	1
bullet-assembly-press operator	TITLE	MISC	1
bullet assembly press operator	TITLE	MISC	1
bullet-assembly-press-operator	TITLE	MISC	1
bullet-assembly-press setter-operator	TITLE	MISC	1
bullet assembly press setter operator	TITLE	MISC	1
bullet-assembly-press-setter-operator	TITLE	MISC	1
bullet-casting operator	TITLE	MISC	1
bullet casting operator	TITLE	MISC	1
bullet-casting-operator	TITLE	MISC	1
bullet-grooving-sizing-and-lubricating-machine operator	TITLE	MISC	1
bullet grooving sizing and lubricating machine operator	TITLE	MISC	1
bullet-grooving-sizing-and-lubricating-machine-operator	TITLE	MISC	1
bullet-lubricant mixer	TITLE	MISC	1
bullet lubricant mixer	TITLE	MISC	1
bullet-lubricant-mixer	TITLE	MISC	1
bullet-lubricating-machine operator	TITLE	MISC	1
bullet lubricating machine operator	TITLE	MISC	1
bullet-lubricating-machine-operator	TITLE	MISC	1
bullet-slug-casting-machine operator	TITLE	MISC	1
bullet slug casting machine operator	TITLE	MISC	1
bullet-slug-casting-machine-operator	TITLE	MISC	1
bull-gang worker	TITLE	MISC	1
bull gang worker	TITLE	MISC	1
bull-gang-worker	TITLE	MISC	1
hand bunch maker	TITLE	MISC	1
hand-bunch-maker	TITLE	MISC	1
machine bunch maker	TITLE	MISC	1
machine-bunch-maker	TITLE	MISC	1
mold bunch trimmer	TITLE	MISC	1
mold-bunch-trimmer	TITLE	MISC	1
bundle breaker	TITLE	MISC	1
bundle-breaker	TITLE	MISC	1
bundle tier and labeler	TITLE	MISC	1
bundle-tier-and-labeler	TITLE	MISC	1
seasonal greenery bundler	TITLE	MISC	1
seasonal-greenery-bundler	TITLE	MISC	1
bundles hanger	TITLE	MISC	1
bundles-hanger	TITLE	MISC	1
bung driver	TITLE	MISC	1
bung-driver	TITLE	MISC	1
bureau chief	TITLE	MISC	1
bureau-chief	TITLE	MISC	1
burlap spreader	TITLE	MISC	1
burlap-spreader	TITLE	MISC	1
burler	TITLE	MISC	1
burner	TITLE	MISC	1
burner operator	TITLE	MISC	1
burner-operator	TITLE	MISC	1
burner tender	TITLE	MISC	1
burner-tender	TITLE	MISC	1
burning supervisor	TITLE	MISC	1
burning-supervisor	TITLE	MISC	1
burning-plant operator	TITLE	MISC	1
burning plant operator	TITLE	MISC	1
burning-plant-operator	TITLE	MISC	1
burnisher	TITLE	MISC	1
burnisher	TITLE	MISC	1
balance wheel arm burnisher	TITLE	MISC	1
balance-wheel-arm-burnisher	TITLE	MISC	1
lace burn-out tender	TITLE	MISC	1
lace burn out tender	TITLE	MISC	1
lace-burn-out-tender	TITLE	MISC	1
burr grinder	TITLE	MISC	1
burr-grinder	TITLE	MISC	1
burrer	TITLE	MISC	1
machine burrer	TITLE	MISC	1
machine-burrer	TITLE	MISC	1
burring-machine operator	TITLE	MISC	1
burring machine operator	TITLE	MISC	1
burring-machine-operator	TITLE	MISC	1
bursar	TITLE	MISC	1
bus attendant	TITLE	MISC	1
bus-attendant	TITLE	MISC	1
interstate bus dispatcher	TITLE	MISC	1
