O*NET-SOC Code	Reported Job Title	Shown in My Next Move
19-4091.00	Public Health Sanitarian	N
19-4091.00	Sanitarian	N
19-4091.00	Sanitarian Specialist	N
19-4092.00	Crime Laboratory Analyst	Y
19-4092.00	Crime Scene Analyst	N
19-4092.00	Crime Scene Technician (Crime Scene Tech)	Y
19-4092.00	CSI (Crime Scene Investigator)	Y
19-4092.00	Evidence Technician	N
19-4092.00	Forensic Science Examiner	N
19-4092.00	Forensic Scientist	Y
19-4092.00	Forensic Specialist	N
19-4092.00	Latent Fingerprint Examiner	N
19-4092.00	Latent Print Examiner	N
19-4093.00	Conservationist	N
19-4093.00	Fire Technician	N
19-4093.00	Forest Ranger	N
19-4093.00	Forest Technician	Y
19-4093.00	Forestry Aide	N
19-4093.00	Forestry Technician	Y
19-4093.00	Natural Resources Technician	N
19-4093.00	Resource Manager	Y
19-4093.00	Resource Technician	N
19-4093.00	Wildlife Technician	Y
19-4099.01	Analyst Microbiology Lab	N
19-4099.01	Analytical Lab Analyst	N
19-4099.01	Ethanol Quality Leader	N
19-4099.01	Lab Tech	Y
19-4099.01	Lab Technician	Y
19-4099.01	Laboratory Analyst	N
19-4099.01	Micro Lab Analyst	N
19-4099.01	Quality Assurance Technician	Y
19-4099.01	Quality Control Analyst	N
19-4099.01	Quality Control Technician	Y
19-4099.02	Crop Specialist	Y
19-4099.02	Nutrient Management Specialist	Y
19-4099.02	Precision Agriculture Department Manager	Y
19-4099.02	Precision Agronomist	Y
19-4099.02	Precision Farming Coordinator	N
19-4099.03	Aerial Photo Lab Manager Digital Imaging/CAD Tech	N
19-4099.03	Aerial Sensing Equipment/Camera and Lidar/Geospatial Extraction	N
19-4099.03	Compiler	N
19-4099.03	Digital Cartographic Technician	N
19-4099.03	Geospatial Extractor, Analysis	N
19-4099.03	IP/Mosaic Technician	Y
19-4099.03	Meteorologist Liaison	N
19-4099.03	Production Manager	Y
19-4099.03	Project Manager	Y
19-4099.03	Research Associate	Y
21-1011.00	Addictions Counselor	N
21-1011.00	Case Manager	Y
21-1011.00	Chemical Dependency Counselor (CD Counselor)	Y
21-1011.00	Chemical Dependency Professional	N
21-1011.00	Clinical Counselor	N
21-1011.00	Correctional Substance Abuse Counselor	N
21-1011.00	Counselor	Y
21-1011.00	Drug and Alcohol Treatment Specialist (DATS)	N
21-1011.00	Prevention Specialist	N
21-1011.00	Substance Abuse Counselor (SA Counselor)	Y
21-1012.00	Academic Advisor	Y
21-1012.00	Academic Counselor	N
21-1012.00	Advisor	N
21-1012.00	Career Center Director	N
21-1012.00	Career Counselor	N
21-1012.00	Career Services Director	N
21-1012.00	College Counselor	N
21-1012.00	Counselor	Y
21-1012.00	Guidance Counselor	Y
21-1012.00	School Counselor	Y
21-1013.00	Advanced Clinical Specialist	N
21-1013.00	Clinical Services Director	N
21-1013.00	Clinical Therapist	Y
21-1013.00	Clinician	N
21-1013.00	Counselor	N
21-1013.00	Family Therapist	N
21-1013.00	Licensed Marriage and Family Therapist (LMFT)	Y
21-1013.00	Marriage and Family Therapist (MFT)	Y
21-1013.00	Psychotherapist	N
21-1013.00	Therapist	Y
21-1014.00	Behavior Analyst	N
21-1014.00	Behavior Support Specialist (BSS)	N
21-1014.00	Case Manager	N
21-1014.00	Clinician	Y
21-1014.00	Correctional Counselor	N
21-1014.00	Counselor	Y
21-1014.00	Mental Health Counselor	Y
21-1014.00	Mental Health Specialist	N
21-1014.00	Mental Health Therapist	N
21-1014.00	Therapist	Y
21-1015.00	Case Manager	N
21-1015.00	Human Services Care Specialist	N
21-1015.00	Job Coach	Y
21-1015.00	Program Coordinator	N
21-1015.00	Program Specialist	Y
21-1015.00	Rehabilitation Counselor	Y
21-1015.00	Rehabilitation Specialist	N
21-1015.00	Vocational Case Manager	N
21-1015.00	Vocational Placement Specialist	N
21-1015.00	Vocational Rehabilitation Counselor (VCR)	Y
21-1021.00	Case Manager	Y
21-1021.00	Case Worker	N
21-1021.00	Caseworker	N
21-1021.00	Child Protective Services Social Worker (CPS Social Worker)	N
21-1021.00	Family Protection Specialist	N
21-1021.00	Family Service Worker	Y
21-1021.00	Foster Care Social Worker	Y
21-1021.00	School Social Worker	Y
21-1021.00	Social Worker	N
21-1021.00	Youth Services Specialist	N
21-1022.00	Clinical Social Worker	Y
21-1022.00	Dialysis Social Worker	Y
21-1022.00	Director of Social Work	N
21-1022.00	Hospice Social Worker	N
21-1022.00	Medical Social Worker	Y
21-1022.00	Nephrology Social Worker	N
21-1022.00	Oncology Social Worker	N
21-1022.00	Renal Social Worker	N
21-1022.00	Social Work Case Manager	N
21-1022.00	Social Worker	Y
21-1023.00	Case Manager	Y
21-1023.00	Clinical Social Worker	Y
21-1023.00	Clinical Therapist	N
21-1023.00	Clinician	N
21-1023.00	Counselor	N
21-1023.00	Mental Health Therapist	Y
21-1023.00	Psychotherapist	N
21-1023.00	Social Worker	Y
21-1023.00	Substance Abuse Counselor	N
21-1023.00	Therapist	N
21-1091.00	Certified Diabetes Educator	N
21-1091.00	Child Development Specialist	N
21-1091.00	Clinical Instructor	Y
21-1091.00	Clinical Nurse Educator	N
21-1091.00	Community Health Consultant	N
21-1091.00	Community Health Education Coordinator	N
21-1091.00	Education Coordinator	N
21-1091.00	Health Educator	Y
21-1091.00	Health Promotion Specialist	Y
21-1091.00	Public Health Educator	Y
21-1092.00	Adult Probation Officer	N
21-1092.00	Correctional Counselor	Y
21-1092.00	Deputy Juvenile Officer	N
21-1092.00	Deputy Probation Officer (DPO)	N
21-1092.00	Juvenile Probation Officer	Y
21-1092.00	Parole Agent	N
21-1092.00	Parole Officer	N
21-1092.00	Probation and Parole Officer	Y
21-1092.00	Probation Counselor	N
21-1092.00	Probation Officer	Y
21-1093.00	Advocate	N
21-1093.00	Caseworker	Y
21-1093.00	Community Coordinator	Y
21-1093.00	Family Support Worker	Y
21-1093.00	Home based Assistant	N
21-1093.00	Human Services Program Specialist	N
21-1093.00	Mental Health Technician	N
21-1093.00	Outreach Specialist	N
21-1093.00	Social Services Assistant	Y
21-1093.00	Social Work Associate	N
21-1094.00	Apprise Counselor	N
21-1094.00	Assistant Director of Nutrition and Wellness Programs	N
21-1094.00	Chief Program Officer	N
21-1094.00	Community Health Outreach Worker	Y
21-1094.00	Community Health Program Coordinator	Y
21-1094.00	Community Health Program Representative (Community Health Program Rep)	N
21-1094.00	Community Health Promoter	Y
21-1094.00	Community Health Worker (CHW)	N
21-1094.00	Community Nutrition Educator	Y
21-1094.00	HIV CTS Specialist (Human Immunodeficiency Virus Counseling and Testing Services Specialist)	N
21-2011.00	Catholic Priest	N
21-2011.00	Children's Minister	N
21-2011.00	Confessor	N
21-2011.00	Congregational Care Pastor	N
21-2011.00	Minister	Y
21-2011.00	Missionary Coordinator	N
21-2011.00	Pastor	Y
21-2011.00	Priest	Y
21-2011.00	Rabbi	N
21-2011.00	Rector	Y
21-2021.00	Adult Ministries Director	N
21-2021.00	Children's Ministries Director	Y
21-2021.00	Christian Education Director	Y
21-2021.00	Religious Education Coordinator	N
21-2021.00	Religious Education Director	Y
21-2021.00	Senior Adults Director	N
21-2021.00	Student Ministries Director	N
21-2021.00	Women's Ministry Director	N
21-2021.00	Youth Director	Y
21-2021.00	Youth Ministry Director	N
23-1011.00	Assistant Attorney General	N
23-1011.00	Assistant Counsel	N
23-1011.00	Associate	Y
23-1011.00	Associate Attorney	Y
23-1011.00	Attorney	Y
23-1011.00	City Attorney	N
23-1011.00	County Attorney	N
23-1011.00	Deputy Attorney General	N
23-1011.00	Lawyer	Y
23-1011.00	Partner	N
23-1012.00	Appellate Law Clerk	N
23-1012.00	Career Law Clerk	Y
23-1012.00	Child Support Officer	N
23-1012.00	Clerk to Justice	N
23-1012.00	Deputy Clerk	N
23-1012.00	Federal Law Clerk	N
23-1012.00	Judicial Assistant	N
23-1012.00	Judicial Clerk	Y
23-1012.00	Judicial Law Clerk	Y
23-1012.00	Law Clerk	Y
23-1021.00	Adjudicator	N
23-1021.00	Administrative Hearing Officer	Y
23-1021.00	Administrative Judge	Y
23-1021.00	Administrative Law Judge	Y
23-1021.00	Appeals Examiner	N
23-1021.00	Appeals Referee	N
23-1021.00	Claims Adjudicator	N
23-1021.00	Hearing Officer	Y
23-1021.00	Judge	N
23-1021.00	Workers' Compensation Hearings Officer	N
23-1022.00	Alternative Dispute Resolution Coordinator (ADR Coordinator)	N
23-1022.00	Alternative Dispute Resolution Mediator (ADR Mediator)	N
23-1022.00	Arbiter	N
23-1022.00	Arbitrator	Y
23-1022.00	Commissioner	Y
23-1022.00	Family Mediator	N
23-1022.00	Federal Mediator	N
23-1022.00	Labor Arbitrator	Y
23-1022.00	Mediator	Y
23-1022.00	Public Employment Mediator	N
23-1023.00	Associate Justice	N
23-1023.00	Circuit Court Judge	N
23-1023.00	Circuit Judge	N
23-1023.00	County Judge	N
23-1023.00	Court of Appeals Judge	N
23-1023.00	District Court Judge	Y
23-1023.00	Judge	Y
23-1023.00	Justice of the Peace	N
23-1023.00	Magistrate	Y
23-1023.00	Superior Court Judge	Y
23-2011.00	Certified Paralegal	N
23-2011.00	Immigration Paralegal	N
23-2011.00	Law Clerk	Y
23-2011.00	Legal Analyst	N
23-2011.00	Legal Assistant	Y
23-2011.00	Legal Clerk	Y
23-2011.00	Paralegal	Y
23-2011.00	Paralegal Specialist	N
23-2011.00	Real Estate Paralegal	N
23-2011.00	Summer Law Associate	N
23-2091.00	Certified Shorthand Reporter (CSR)	N
23-2091.00	Court Monitor	N
23-2091.00	Court Reporter	Y
23-2091.00	Court Stenographer	Y
23-2091.00	Deposition Reporter	N
23-2091.00	Digital Court Reporter	N
23-2091.00	Freelance Court Reporter	Y
23-2091.00	Official Court Reporter	Y
23-2091.00	Realtime Court Reporter	N
23-2091.00	Stenographer	N
23-2093.00	Abstracter	Y
23-2093.00	Advisory Title Officer	N
23-2093.00	Commercial Title Examiner	N
23-2093.00	Counsel	N
23-2093.00	Searcher	N
23-2093.00	Title Abstractor	N
23-2093.00	Title Department Manager	N
23-2093.00	Title Examiner	Y
23-2093.00	Title Officer	Y
23-2093.00	Title Searcher	Y
25-1011.00	Associate Professor	N
25-1011.00	Business Administration Professor	N
25-1011.00	Business Instructor	Y
25-1011.00	Business Office Technology Instructor	N
25-1011.00	Business Professor	Y
25-1011.00	Faculty Member	N
25-1011.00	Instructor	Y
25-1011.00	Management Professor	N
25-1011.00	Marketing Professor	N
25-1011.00	Professor	Y
25-1021.00	Assistant Professor	N
25-1021.00	Associate Professor	N
25-1021.00	Computer Information Systems Instructor (CIS Instructor)	Y
25-1021.00	Computer Science Instructor	N
25-1021.00	Computer Science Professor	Y
25-1021.00	Faculty Member	N
25-1021.00	Information Technology Instructor (IT Instructor)	N
25-1021.00	Instructor	Y
25-1021.00	Lecturer	N
25-1021.00	Professor	Y
25-1022.00	Assistant Professor	N
25-1022.00	Assistant Professor of Mathematics	N
25-1022.00	Associate Professor	N
25-1022.00	Instructor	Y
25-1022.00	Mathematics Instructor (Math Instructor)	Y
25-1022.00	Mathematics Lecturer	N
25-1022.00	Mathematics Professor	Y
25-1022.00	Professor	Y
25-1022.00	Professor of Mathematics	N
25-1031.00	Adjunct Instructor	N
25-1031.00	Adjunct Professor	N
25-1031.00	Architecture Professor	Y
25-1031.00	Assistant Professor	Y
25-1031.00	Associate Professor	N
25-1031.00	Faculty Member	N
25-1031.00	Instructor	Y
25-1031.00	Interior Design Professor	N
25-1031.00	Lecturer	N
25-1031.00	Professor	Y
25-1032.00	Adjunct Professor	N
25-1032.00	Assistant Professor	N
25-1032.00	Associate Professor	Y
25-1032.00	Chemical Engineering Professor	N
25-1032.00	Electrical Engineering Professor	Y
25-1032.00	Engineering Instructor	N
25-1032.00	Engineering Professor	N
25-1032.00	Instructor	Y
25-1032.00	Mechanical Engineering Professor	N
25-1032.00	Professor	Y
25-1041.00	Agriculture Instructor	N
25-1041.00	Agriculture Professor	Y
25-1041.00	Animal Science Professor	Y
25-1041.00	Associate Professor	N
25-1041.00	Extension Specialist	N
25-1041.00	Horticulture Instructor	N
25-1041.00	Horticulture Professor	N
25-1041.00	Instructor	Y
25-1041.00	Plant Science Professor	N
25-1041.00	Professor	Y
25-1042.00	Assistant Professor	N
25-1042.00	Assistant Professor of Biology	N
25-1042.00	Associate Professor	N
25-1042.00	Associate Professor of Biology	N
25-1042.00	Biological Sciences Professor	Y
25-1042.00	Biology Instructor	Y
25-1042.00	Biology Professor	Y
25-1042.00	Instructor	N
25-1042.00	Professor	Y
25-1042.00	Professor of Biology	N
25-1043.00	Assistant Professor	Y
25-1043.00	Associate Professor	Y
25-1043.00	Extension Professor	N
25-1043.00	Forest Technology Professor	N
25-1043.00	Forestry Extension Specialist	N
25-1043.00	Forestry Professor	Y
25-1043.00	Instructor	N
25-1043.00	Lecturer	N
25-1043.00	Professor	Y
25-1043.00	Research Professor	N
25-1051.00	Assistant Professor	Y
25-1051.00	Associate Professor	N
25-1051.00	Associate Professor of Geology	N
25-1051.00	Astronomy Professor	N
25-1051.00	Atmospheric Sciences Professor	N
25-1051.00	Earth Science Professor	N
25-1051.00	Geology Professor	Y
25-1051.00	Oceanic Sciences Professor	N
25-1051.00	Professor	Y
25-1051.00	Research Professor	Y
25-1052.00	Adjunct Instructor	N
25-1052.00	Assistant Professor	Y
25-1052.00	Associate Professor	N
25-1052.00	Associate Professor of Chemistry	N
25-1052.00	Chemistry Faculty Member	N
25-1052.00	Chemistry Instructor	Y
25-1052.00	Chemistry Professor	Y
25-1052.00	Instructor	N
25-1052.00	Professor	Y
25-1052.00	Professor of Chemistry	N
25-1053.00	Assistant Professor	Y
25-1053.00	Associate Professor	Y
25-1053.00	Associate Professor of Environmental Science	N
25-1053.00	Environmental Sciences Professor	Y
25-1053.00	Environmental Studies Professor	N
25-1053.00	Faculty Member	N
25-1053.00	Instructor	N
25-1053.00	Lecturer	N
25-1053.00	Professor	Y
25-1053.00	Professor of Environmental Science	N
25-1054.00	Assistant Professor	N
25-1054.00	Assistant Professor of Physics	N
25-1054.00	Associate Professor	N
25-1054.00	Instructor	Y
25-1054.00	Math and Physics Instructor	N
25-1054.00	Physical Science Professor	N
25-1054.00	Physics Instructor	Y
25-1054.00	Physics Professor	Y
25-1054.00	Professor	Y
25-1054.00	Professor of Physics	N
25-1061.00	Anthropology Professor	Y
25-1061.00	Assistant Professor	Y
25-1061.00	Assistant Professor of Anthropology	N
25-1061.00	Associate Professor	N
25-1061.00	Associate Professor of Anthropology	N
25-1061.00	Cultural Anthropology Professor	N
25-1061.00	Instructor	N
25-1061.00	Lecturer	N
25-1061.00	Professor	Y
25-1061.00	Professor of Anthropology	Y
25-1062.00	Adjunct Instructor of Women's Studies	N
25-1062.00	American Studies Professor	Y
25-1062.00	Assistant Professor	Y
25-1062.00	Associate Professor	N
25-1062.00	Black Studies Professor	N
25-1062.00	Ethnic Studies Professor	N
25-1062.00	Lecturer	N
25-1062.00	Modern Greek Studies Professor	N
25-1062.00	Professor	Y
25-1062.00	Women's Studies Professor	Y
25-1063.00	Assistant Professor	N
25-1063.00	Assistant Professor of Economics	N
25-1063.00	Associate Professor	N
25-1063.00	Associate Professor of Economics	N
25-1063.00	Economics Instructor	N
25-1063.00	Economics Professor	Y
25-1063.00	Instructor	Y
25-1063.00	Lecturer	N
25-1063.00	Professor	Y
25-1063.00	Professor of Economics	Y
25-1064.00	Assistant Professor	Y
25-1064.00	Assistant Professor of Geography	N
25-1064.00	Associate Professor	N
25-1064.00	Associate Professor of Geography	N
25-1064.00	Geography Instructor	Y
25-1064.00	Geography Professor	Y
25-1064.00	Instructor	N
25-1064.00	Lecturer	N
25-1064.00	Professor	Y
25-1064.00	Professor of Geography	N
25-1065.00	Adjunct Professor	N
25-1065.00	Assistant Professor of Political Science	N
25-1065.00	Associate Professor	N
25-1065.00	Associate Professor of Political Science	N
25-1065.00	Government Professor	N
25-1065.00	Instructor	Y
25-1065.00	Political Science Instructor	N
25-1065.00	Political Science Professor	Y
25-1065.00	Professor	Y
25-1065.00	Professor of Political Science	Y
25-1066.00	Adjunct Professor	N
25-1066.00	Assistant Professor	N
25-1066.00	Associate Professor	N
25-1066.00	Associate Professor of Psychology	N
25-1066.00	Instructor	Y
25-1066.00	Lecturer	N
25-1066.00	Professor	Y
25-1066.00	Professor of Psychology	N
25-1066.00	Psychology Instructor	Y
25-1066.00	Psychology Professor	Y
25-1067.00	Assistant Professor	Y
25-1067.00	Assistant Professor of Sociology	N
25-1067.00	Associate Professor of Sociology	N
25-1067.00	Instructor	N
25-1067.00	Lecturer	N
25-1067.00	Professor	Y
25-1067.00	Professor of Sociology	N
25-1067.00	Social Science Instructor	N
25-1067.00	Sociology Instructor	Y
25-1067.00	Sociology Professor	Y
25-1071.00	Assistant Professor	Y
25-1071.00	Associate Professor	N
25-1071.00	Clinical Education Academic Coordinator	N
25-1071.00	Clinical Professor	Y
25-1071.00	Clinical Sciences Professor	N
25-1071.00	Instructor	N
25-1071.00	Lecturer	N
25-1071.00	Occupational Therapy Professor	N
25-1071.00	Physical Therapy Professor	Y
25-1071.00	Professor	Y
25-1072.00	Assistant Professor	N
25-1072.00	Assistant Professor of Nursing	N
25-1072.00	Associate Professor	N
25-1072.00	Clinical Nursing Instructor	N
25-1072.00	Faculty Member	N
25-1072.00	Instructor	Y
25-1072.00	Nursing Faculty	N
25-1072.00	Nursing Instructor	Y
25-1072.00	Nursing Professor	Y
25-1072.00	Professor	Y
25-1081.00	Assistant Professor	Y
25-1081.00	Assistant Professor of Education	N
25-1081.00	Associate Professor	Y
25-1081.00	Associate Professor of Education	N
25-1081.00	Education Professor	Y
25-1081.00	Faculty Member	N
25-1081.00	Instructor	N
25-1081.00	Lecturer	N
25-1081.00	Professor	Y
25-1081.00	Professor of Education	N
25-1082.00	Adjunct Instructor Library Technical Assistant Program	N
